CompetitionID,Arme,Sexe,Domaine,Federation,Categorie,Date,TitreCourt,TitreLong,CompetitionType,FileName
465,F,M,,HUN,S,23.01.2016,FMU-in,U23 European Circuit,Individual,1396.xml
78,,F,,,,,,Pisa FFC,Individual,14.xml
983040,E,M,I,SVK,C,24.01.2016,,Coupe du Danube 2016,Individual,1400.xml
496,F,F,I,,C,23.01.2016,,Adam Mickiewicz University - Cadet Women's Foil Cup 2016,Individual,1402.xml
458,F,F,,HUN,S,24.01.2016,FFU-in,U23 European Circuit,Individual,1403.xml
509,E,M,,ITA,B,30.01.2016,U23 European Circuit SPM,U23 European Circuit SPM,Individual,1404.xml
458,E,M,I,GER,,24.01.2016,56. Coupe d'Europe Men s Epee Teams European Cup of Clubs Champions,,Team,1405.xml
548,F,M,I,SVK,C,24.01.2016,,Coupe du Danube 2016,Team,1409.xml
510,E,F,,ITA,B,30.01.2016,U23 European Circuit SPF,U23 European Circuit SPF,Individual,1410.xml
71,E,M,I,FIN,C,06.02.2016,,Espoo Fencing Challenge 2016,Individual,1411.xml
70,E,F,I,FIN,C,06.02.2016,,Espoo Fencing Challenge 2016,Individual,1412.xml
100,F,M,I,POL,C,06.02.2016,,Woyda 2016,Individual,1413.xml
557,E,X,I,FIN,C,07.02.2016,,Espoo Fencing Challenge 2016,Team,1420.xml
98,F,F,,ROU,C,06.02.2016,FFC-in,Cadet Circuit,Individual,1424.xml
99,F,F,I,ROU,C,06.02.2016,FFC-eq,Cadet Circuit,Team,1425.xml
101,F,M,I,POL,C,07.02.2016,,Woyda 2016,Team,1427.xml
553,S,F,,FRA,,06.02.2016,SFU-in,U23 European Circuit,Individual,1428.xml
552,S,M,,FRA,,06.02.2016,SMU-in,U23 European Circuit,Individual,1429.xml
100,F,M,,POL,C,12.02.2011,European Cadet Circuit,European Cadet Circuit,Individual,143.xml
450,F,F,Z,GER,S,20.02.2016,U23 European Circuit,,Individual,1430.xml
135,F,M,I,,C,29.02.2016,,European Championships for Cadets,Individual,1431.xml
136,S,F,I,,C,29.02.2016,,European Championships for Cadets,Individual,1432.xml
133,E,M,I,,C,01.03.2016,,European Championships for Cadets,Individual,1433.xml
134,F,F,I,,C,01.03.2016,,European Championships for Cadets,Individual,1434.xml
132,E,F,I,,C,02.03.2016,,European Championships for Cadets,Individual,1435.xml
137,S,M,I,,C,02.03.2016,,European Championships for Cadets,Individual,1436.xml
139,E,M,I,,C,03.03.2016,,European Championships for Cadets,Team,1437.xml
142,S,F,I,,C,03.03.2016,,European Championships for Cadets,Team,1438.xml
133,E,M,Z,AUT,C,28.02.2011,European Cadet Championships,European Cadet Championships,Individual,144.xml
138,E,F,I,,C,04.03.2016,,European Championships for Cadets,Team,1440.xml
143,S,M,I,,C,04.03.2016,,European Championships for Cadets,Team,1441.xml
141,F,M,I,,C,03.03.2016,,European Championships for Cadets,Team,1442.xml
140,F,F,I,,C,04.03.2016,,European Championships for Cadets,Team,1445.xml
352,F,M,I,,J,05.03.2016,,European Championships for Juniors,Individual,1446.xml
353,S,F,I,,J,05.03.2016,,European Championships for Juniors,Individual,1447.xml
350,E,M,I,,J,06.03.2016,,European Championships for Juniors,Individual,1448.xml
134,F,F,Z,AUT,C,28.02.2011,European Cadet Championships,European Cadet Championships,Individual,145.xml
351,F,F,I,,J,06.03.2016,,European Championships for Juniors,Individual,1450.xml
349,E,F,I,,J,07.03.2016,,European Championships for Juniors,Individual,1451.xml
354,S,M,I,,J,07.03.2016,,European Championships for Juniors,Individual,1453.xml
356,E,M,I,,J,08.03.2016,,European Championships for Juniors,Team,1454.xml
359,S,F,I,,J,08.03.2016,,European Championships for Juniors,Team,1455.xml
358,F,M,I,,J,08.03.2016,,European Championships for Juniors,Team,1456.xml
360,S,M,I,,J,09.03.2016,,European Championships for Juniors,Team,1457.xml
355,E,F,I,,J,09.03.2016,,European Championships for Juniors,Team,1458.xml
357,F,F,I,,J,09.03.2016,,European Championships for Juniors,Team,1459.xml
132,E,F,Z,AUT,C,28.02.2011,European Cadet Championships,European Cadet Championships,Individual,146.xml
535,S,F,,AUT,,27.02.2016,IM Wien 2016 DS,U23 European Circuit Wien Women Sabre,Individual,1460.xml
534,S,M,,AUT,,27.02.2016,IM Wien 2016 HS,U23 European Circuit Wien Men Sabre 2016,Individual,1461.xml
3,F,M,I,,S,12.03.2016,U23MF2016,chlapi,Individual,1463.xml
41,F,F,I,,S,13.03.2016,U23WF2016,holkx,Individual,1464.xml
513,E,F,I,POL,S,12.03.2016,,V PUCHAR POLSKI SENIOREK W SZPADZIE KOBIET - Puchar Europy do lat 23,Individual,1465.xml
499,E,M,,POL,,12.03.2016,EMU-in,U23 European Circuit,Individual,1466.xml
438,F,M,,ITA,B,19.03.2016,FMU-in,U23 European Circuit,Individual,1467.xml
439,F,F,,ITA,B,19.03.2016,FFU-in,U23 European Circuit,Individual,1468.xml
518,S,M,,ITA,,19.03.2016,SMU-in,U23 European Circuit,Individual,1469.xml
137,S,M,Z,AUT,C,28.02.2011,European Cadet Championships,European Cadet Championships,Individual,147.xml
484,S,F,I,ITA,S,19.03.2016,SFS-in,Tournoi satellite - SABRE FEMININ Ind,Individual,1470.xml
1077,E,F,I,CZE,S,17.04.2016,,European Olympic Games Qualification,Individual,1471.xml
1078,E,M,I,CZE,S,16.04.2016,,European Olympic Games Qualification,Individual,1472.xml
1079,F,F,I,CZE,S,16.04.2016,,European Olympic Games Qualification,Individual,1474.xml
1081,S,F,I,CZE,S,17.04.2016,,European Olympic Games Qualification,Individual,1475.xml
1082,S,M,I,CZE,S,16.04.2016,,European Olympic Games Qualification,Individual,1476.xml
1080,F,M,I,CZE,S,17.04.2016,,European Olympic Games Qualification,Individual,1477.xml
116,F,F,I,,B,01.05.2016,,European U23 Championships,Individual,1478.xml
115,E,M,I,,B,01.05.2016,,European U23 Championships,Individual,1479.xml
139,E,M,Z,AUT,C,28.02.2011,European Cadet Championships,European Cadet Championships,Team,148.xml
119,S,M,I,,B,01.05.2016,,European U23 Championships,Individual,1480.xml
114,E,F,I,,B,02.05.2016,,European U23 Championships,Individual,1481.xml
117,F,M,I,,B,02.05.2016,,European U23 Championships,Individual,1482.xml
118,S,F,I,,B,02.05.2016,,European U23 Championships,Individual,1483.xml
484,E,M,I,,B,03.05.2016,,European U23 Championships,Team,1484.xml
489,F,F,I,,B,03.05.2016,,European U23 Championships,Team,1485.xml
486,S,M,I,,B,03.05.2016,,European U23 Championships,Team,1486.xml
490,S,F,I,,B,04.05.2016,,European U23 Championships,Team,1487.xml
488,E,F,I,,B,04.05.2016,,European U23 Championships,Team,1488.xml
485,F,M,I,,B,04.05.2016,,European U23 Championships,Team,1489.xml
135,F,M,Z,AUT,C,28.02.2011,European Cadet Championships,European Cadet Championships,Individual,149.xml
1,,F,I,,,,CE FF 2016,,Team,1490.xml
741,F,M,I,POL,S,20.06.2016,,European Fencing Championships 2016,Individual,1491.xml
742,S,F,I,POL,S,20.06.2016,,European Fencing Championships 2016,Individual,1492.xml
739,E,M,I,POL,S,21.06.2016,,European Fencing Championships 2016,Individual,1493.xml
740,F,F,I,POL,S,21.06.2016,,European Fencing Championships 2016,Individual,1494.xml
743,S,M,I,POL,S,22.06.2016,,European Fencing Championships 2016,Individual,1495.xml
738,E,F,I,POL,S,22.06.2016,,European Fencing Championships 2016,Individual,1496.xml
747,F,M,I,POL,S,23.06.2016,,European Fencing Championships 2016,Team,1497.xml
748,S,F,I,POL,S,23.06.2016,,European Fencing Championships 2016,Team,1498.xml
745,E,M,I,POL,S,24.06.2016,,European Fencing Championships 2016,Team,1499.xml
77,,M,,,,,,Pisa FMC,Individual,15.xml
136,S,F,Z,AUT,C,28.02.2011,European Cadet Championships,European Cadet Championships,Individual,150.xml
746,F,F,I,POL,S,24.06.2016,,European Fencing Championships 2016,Team,1500.xml
744,E,F,I,POL,S,25.06.2016,,European Fencing Championships 2016,Team,1501.xml
749,S,M,I,POL,S,25.06.2016,,European Fencing Championships 2016,Team,1502.xml
21,E,F,I,,C,17.09.2016,,CC Zrenjanin,Individual,1504.xml
22,E,F,I,,C,17.09.2016,,CC Zrenjanin,Team,1505.xml
6,E,M,I,TEF,C,17.09.2016,Y_E_E,MENS EPEE,Individual,1506.xml
1,,M,I,,,09:00,Y_E_E_TAKIM,MENS EPEE TEAM,Team,1507.xml
17,S,F,I,POL,C,24.09.2016,SC-in,Cadet Circuit szb kobiet pek 2016,Individual,1508.xml
18,S,M,I,POL,C,24.09.2016,SC-in,Cadet Circuit szb MEZCZYZN pek 2016,Individual,1509.xml
438,F,M,,ITA,S,12.03.2011,European U23 Circuit,European U23 Circuit,Individual,151.xml
28,F,F,,HUN,C,01.10.2016,FC-in,Cadet Women's Foil Cadet Circuit Competition,Individual,1511.xml
29,F,M,,HUN,C,01.10.2016,FC-in,Cadet Circuit Men's Foil Competition,Individual,1512.xml
27,E,M,,HUN,C,01.10.2016,EMC-in,EMC,Individual,1513.xml
579,F,F,,FRA,M23,01.10.2016,2017_antony_fdu23,U23 European Circuit Feminin,Individual,1514.xml
578,F,M,,FRA,M23,01.10.2016,2017_antony_u23fh,U23 European Circuit Masculin,Individual,1515.xml
41,S,M,,HUN,C,08.10.2016,SMCG-in,Cadet Circuit Godollo,Individual,1516.xml
533,E,F,I,GER,U,08.10.2016,U23 European Circuit,U23 European Circuit,Individual,1518.xml
23,E,F,Z,SUI,C,08.10.2016,Cadet Circuit,,Individual,1519.xml
40,S,F,,HUN,C,08.10.2016,SFC-in,Cadet Circuit Godollo,Individual,1523.xml
1,S,M,I,,C,09.10.2016,cms-eq,Cadet Circuit Men's Sabre Team,Team,1529.xml
439,F,F,,ITA,S,12.03.2011,European U23 Circuit,European U23 Circuit,Individual,153.xml
537,E,F,,AUT,C,31.10.2015,Cadet Circuit,,Team,1534.xml
42,S,F,I,HUN,C,08.10.2016,SC-eq,Cadet Circuit Women's Sabre Team Competition,Team,1535.xml
90,S,F,I,FFE,C,15.10.2016,EuroSabre 2016 - SDI,EuroSabre 2016 - Meylan 15 Oct,Individual,1538.xml
102,S,M,I,FFE,C,15.10.2016,EuroSabre 2016 - SHI,EuroSabre 2016 - Meylan 15 oct,Individual,1539.xml
13,F,F,I,,C,15.10.2016,,Manchester Cadet 2016,Individual,1540.xml
14,F,M,I,,C,15.10.2016,,Manchester Cadet 2016,Individual,1541.xml
34,E,M,,GER,C,22.10.2016,EC-in,Cadet Circuit,Individual,1542.xml
48,F,M,,GRE,C,22.10.2016,FC-in,EFC Cadet Circuit Panorama 2016,Individual,1543.xml
36,F,F,,SVK,C,22.10.2016,FC-in,Cadet Circuit,Individual,1544.xml
35,E,M,I,GER,C,22.10.2016,EC-eq,Cadet Circuit,Team,1545.xml
459,F,M,,CZE,S,16.04.2011,European U23 Circuit FM,European U23 Circuit FM,Individual,155.xml
1,F,F,I,,B,23.10.2016,EFC team,Coupe de Samaria 2016,Team,1552.xml
460,F,F,,CZE,S,17.04.2011,European U23 Circuit,European U23 Circuit,Individual,156.xml
450,F,F,Z,GER,S,30.04.2011,European U23 Circuit,European U23 Circuit,Individual,157.xml
115,E,M,,RUS,B,27.05.2011,EMU-in,European U23 Championships MEN'S EPEE,Individual,158.xml
118,S,F,,RUS,B,27.05.2011,SFU-in,European U23 Championships WOMEN'S SABRE,Individual,159.xml
52,S,F,I,,J,12.09.2009,,Konin SFC,Individual,16.xml
116,F,F,,RUS,B,27.05.2011,FFU-in,European U23 Championships WOMEN'S FOIL,Individual,160.xml
119,S,M,,RUS,B,27.05.2011,SMU-in,European U23 Championships MEN'S SABRE,Individual,161.xml
117,F,M,,RUS,B,27.05.2011,FMU-in,European U23 Championships MEN'S FOIL,Individual,162.xml
24,E,F,I,SUI,C,09.10.2016,Cadet Circuit,,Team,1621.xml
114,E,F,,RUS,B,27.05.2011,EFU-in,European U23 Championships WOMEN'S EPEE,Individual,163.xml
486,E,M,,RUS,B,27.05.2011,EMU-eq,European U23 Championships EMU-eq,Team,165.xml
521,E,M,Z,DEN,C,10.12.2016,Cadet Circuit,,Individual,1655.xml
522,E,F,Z,DEN,C,10.12.2016,Cadet Circuit,,Individual,1656.xml
556,E,F,I,DEN,C,10.12.2016,Cadet Circuit,,Team,1659.xml
555,E,M,I,DEN,C,10.12.2016,Cadet Circuit,,Team,1660.xml
546,E,M,,HUN,U23,07.01.2017,EM2-in,U23 European Circuit,Individual,1661.xml
547,E,F,,HUN,U23,07.01.2017,EF2-in,U23 European Circuit,Individual,1662.xml
491,F,M,I,,C,13.01.2017,,Coupe du Danube 2017,Individual,1663.xml
96,E,F,I,,C,13.01.2017,,Coupe du Danube 2017,Team,1664.xml
95,E,M,I,,C,14.01.2017,,Coupe du Danube 2017,Individual,1666.xml
548,F,M,I,,C,14.01.2017,,Coupe du Danube 2017,Team,1667.xml
94,E,F,I,,C,15.01.2017,,Coupe du Danube 2017,Individual,1669.xml
448,S,M,,ITA,S,10.04.2011,European U23 Circuit,European U23 Circuit,Individual,167.xml
97,E,M,I,,C,15.01.2017,,Coupe du Danube 2017,Team,1670.xml
496,F,F,I,,C,14.01.2017,,Poznan Cadet Circuit,Individual,1671.xml
514,F,F,I,,C,14.01.2017,,Poznan Cadet Circuit,Team,1672.xml
541,S,F,I,,C,15.01.2017,,European Cadet Circuit,Individual,1674.xml
540,S,M,I,AUT,C,14.01.2017,,European Cadet Circuit,Individual,1675.xml
543,F,F,,ITA,C,21.01.2017,FC-in - Women,Cadet Circuit - Pisa 2017 - Women's Foil,Individual,1677.xml
592,E,F,I,LUX,C,22.01.2017,,ECC Les fers du Sud,Individual,1686.xml
591,E,M,I,LUX,C,21.01.2017,,ECC Les fers du Sud,Individual,1687.xml
597,E,F,I,LUX,C,21.01.2017,,ECC Les fers du Sud,Team,1688.xml
596,E,M,I,LUX,C,22.01.2017,,ECC Les fers du Sud,Team,1689.xml
55,E,M,Z,GER,S,21.01.2017,U23 European Circuit Weisser Baer,,Individual,1694.xml
589,S,M,,ROU,C,28.01.2017,SC-in,Cadet Circuit,Individual,1697.xml
590,S,F,,ROU,C,28.01.2017,SC-in,Cadet Circuit,Individual,1698.xml
51,S,M,I,,J,12.09.2009,,Konin SMC,Individual,17.xml
25,E,M,,TUR,C,17.09.2011,Y_A_E_E,European Cadet Circuit,Individual,171.xml
223,E,M,Z,GER,S,29.01.2017,Coupe Europe,,Team,1713.xml
5,E,F,I,FIS,S,28.01.2017,Coppa Europa 2017,Coppa Europa 2017,Team,1715.xml
15,S,M,I,FFE,M23,05.02.2017,U23 2017 SH,U23 SH,Individual,1716.xml
10,,F,I,FFE,,05.02.2017,U23 2017 SD,U23 2017 SD,Individual,1717.xml
4956,F,F,I,ESP,S,05.02.2017,,EFC U23,Individual,1718.xml
4906,F,M,I,ESP,S,05.02.2017,,EFC U23 FM,Individual,1719.xml
18,S,M,,POL,C,17.09.2011,European Cadet Circuit,European Cadet Circuit,Individual,172.xml
4,S,M,I,Federazione Italiana Scherma,S,05.02.2017,Coppa Europa 2017,Coppa Europa 2017,Team,1720.xml
98,F,F,,ROU,C,11.02.2017,FC-in,Cadet Circuit,Individual,1721.xml
100,F,M,I,POL,C,11.02.2017,,X Witold Woyda's Foil Tournament,Individual,1722.xml
17,S,F,,POL,C,17.09.2011,European Cadet Circuit,European Cadet Circuit,Individual,173.xml
14,F,M,,GBR,C,18.09.2011,FMC-in,European Cadet Circuit Manchester Men's Foil,Individual,174.xml
99,F,F,I,ROU,C,11.02.2017,FC-eq,Cadet Circuit,Team,1741.xml
101,F,M,I,POL,C,12.02.2017,,X Witold Woyda's Foil Tournament,Team,1742.xml
510,E,F,,ITA,U23,11.02.2017,EU-in,U23 European Circuit,Individual,1743.xml
509,E,M,,ITA,U23,11.02.2017,EU-in,U23 European Circuit,Individual,1744.xml
48,F,M,I,,S,18.02.2017,Sokol Cup,Sokol Cup - Tvaruzek 2017,Individual,1745.xml
45,F,F,I,,S,19.02.2017,Sokol Cup - Moravanka,Sokol Cup - Moravanka 2017,Individual,1746.xml
136,S,F,I,BUL,C,28.02.2017,,European Cadet CH,Individual,1747.xml
135,F,M,I,BUL,C,28.02.2017,,European Cadet CH,Individual,1748.xml
133,E,M,I,BUL,C,01.03.2017,,European Cadet CH,Individual,1749.xml
13,F,F,,GBR,C,18.09.2011,FFC-in,European Cadet Circuit Manchester Women's Foil,Individual,175.xml
134,F,F,I,BUL,C,01.03.2017,,European Cadet CH,Individual,1750.xml
132,E,F,I,BUL,C,02.03.2017,,European Cadet CH,Individual,1751.xml
137,S,M,I,BUL,C,02.03.2017,,European Cadet CH,Individual,1752.xml
139,E,M,I,BUL,C,03.03.2017,,European Cadet CH,Team,1753.xml
141,F,M,I,BUL,C,03.03.2017,,European Cadet CH,Team,1754.xml
142,S,F,I,BUL,C,03.03.2017,,European Cadet CH,Team,1755.xml
138,E,F,I,BUL,C,04.03.2017,,European Cadet CH,Team,1756.xml
140,F,F,I,BUL,C,04.03.2017,,European Cadet CH,Team,1757.xml
143,S,M,I,BUL,C,04.03.2017,,European Cadet CH,Team,1758.xml
353,S,F,I,BUL,J,05.03.2017,,European Junior CH,Individual,1759.xml
352,F,M,I,BUL,J,05.03.2017,,European Junior CH,Individual,1760.xml
350,E,M,I,BUL,J,06.03.2017,,European Junior CH,Individual,1761.xml
351,F,F,I,BUL,J,06.03.2017,,European Junior CH,Individual,1762.xml
349,E,F,I,BUL,J,07.03.2017,,European Junior CH,Individual,1763.xml
354,S,M,I,BUL,J,07.03.2017,,European Junior CH,Individual,1764.xml
356,E,M,I,BUL,J,08.03.2017,,European Junior CH,Team,1765.xml
358,F,M,I,BUL,J,08.03.2017,,European Junior CH,Team,1766.xml
359,S,F,I,BUL,J,08.03.2017,,European Junior CH,Team,1768.xml
355,E,F,I,BUL,J,09.03.2017,,European Junior CH,Team,1769.xml
21,E,F,,SRB,C,24.09.2011,European Cadet Circuit,European Cadet Circuit,Individual,177.xml
360,S,M,I,BUL,J,09.03.2017,,European Junior CH,Team,1770.xml
357,F,F,I,BUL,J,09.03.2017,,European Junior CH,Team,1771.xml
262144,E,F,I,POL,S,11.03.2017,,Puchar Polski IV - European U23 Circuit,Individual,1772.xml
438,F,M,,ITA,U23,11.03.2017,FM_CON_RK,European U23 Circuit,Individual,1773.xml
519,S,F,,ITA,U23,11.03.2017,SCF_,European U23 Circuit,Individual,1774.xml
450,F,F,Z,GER,S,11.03.2017,European U23 Circuit,,Individual,1775.xml
535,S,F,,AUT,U23,26.02.2017,OVC U23 EC 2017 WS,Open Viennese Championships U23 EC 2017 Women Sabre,Individual,1776.xml
534,S,M,,AUT,U23,26.02.2017,OVC u23 EC 2017 MS,Open Viennese Championships 2017 U23 EC Men Sabre,Individual,1777.xml
439,F,F,,ITA,U23,11.03.2017,FF_U23,European U23 Circuit,Individual,1778.xml
518,S,M,,ITA,U23,11.03.2017,SCM_U23,European U23 Circuit,Individual,1779.xml
499,E,M,,POL,U23,11.03.2017,EU-in,European U23 Circuit,Individual,1780.xml
542,F,M,,ITA,C,21.01.2017,FC-in - Men,Cadet Circuit - Pisa 2017 - Men's Foil,Individual,1781.xml
602,E,F,,ESP,U23,08.04.2017,EU-in,U23 European Circuit,Individual,1783.xml
603,E,M,,ESP,U23,08.04.2017,EM,U23 European Circuit,Individual,1784.xml
117,F,M,,BLR,U23,21.04.2017,FU-in 1596-2016,European Championships U23,Individual,1785.xml
118,S,F,,BLR,,21.04.2017,SU-in,European Championships U23,Individual,1786.xml
115,E,M,,BLR,B,21.04.2017,EU-in,European Championships U23,Individual,1787.xml
116,F,F,,BLR,U23,21.04.2017,FU-in 1593-2016,European Championships U23,Individual,1788.xml
114,E,F,,BLR,U23,21.04.2017,EU-in 1592-2016,European Championships U23,Individual,1789.xml
119,S,M,,BLR,B,21.04.2017,SU-in,European Championships U23,Individual,1790.xml
7,,M,I,FFE,B,23.04.2017,1599-2016,Epee men,Team,1792.xml
1,S,M,I,BLR,B,22.04.2017,1598-2016,Sabre women,Team,1793.xml
6,,M,I,FFE,B,21.04.2017,1600-2016,Men's foil teams,Team,1794.xml
5,,M,I,FFE,B,24.04.2017,Minsk-1601-2016,Sabre men team,Team,1795.xml
5,,M,I,FFE,B,23.04.2017,1603-2016,Women's epee,Team,1796.xml
3,,M,I,FFE,B,23.04.2017,1602-2016,Women's foil,Team,1797.xml
5,,F,I,FFE,,13.05.2017,CE FLF Ech,,Team,1798.xml
738,E,F,I,GEO,S,15.06.2017,ES-in 2017-738,Championnats d'Europe Epee Women,Individual,1799.xml
pl2690,S,M,,POL,C,11.09.2010,European Cadet Circuit,European Cadet Circuit,Individual,18.xml
27,E,M,,HUN,C,30.09.2011,EMC-in,European Cadet Circuit Epee Masculin,Individual,180.xml
739,E,M,I,GEO,S,13.06.2017,ES-in,Championnats d'Europe Epee men,Individual,1800.xml
740,F,F,I,GEO,S,13.06.2017,FS-in 2017-740,Championnats d'Europe Foil Women,Individual,1801.xml
741,F,M,I,GEO,S,12.06.2017,FS-in,Championnats d'Europe Foil men,Individual,1802.xml
742,S,F,I,GEO,S,12.06.2017,SS-in 2017-742,Championnats d'Europe Women Sabre,Individual,1803.xml
743,S,M,I,GEO,S,15.06.2017,SS-in,Championnats d'Europe Sabre men,Individual,1804.xml
748,S,F,,GEO,S,14.06.2017,SS-eq,Championnats d'Europe Sabre women,Team,1805.xml
744,E,F,,GEO,S,17.06.2017,ES-eq 2017-744,Championnats d'Europe Epee Women,Team,1806.xml
745,E,M,,GEO,S,16.06.2017,ES-eq,Championnats d'Europe Epee men,Team,1807.xml
746,F,F,,GEO,S,16.06.2017,FS-eq 2017-746,Championnats d'Europe Foil Women,Team,1809.xml
497,E,F,,HUN,C,30.09.2011,European Cadet Circuit,European Cadet Circuit Epee Feminin,Individual,181.xml
747,F,M,,GEO,S,14.06.2017,FS-eq 2017-747,Championnats d'Europe Foil Men,Team,1810.xml
749,S,M,,GEO,S,17.06.2017,SS-eq,Championnats d'Europe Sabre men team,Team,1811.xml
1281,F,F,I,DEN,S,28.05.2017,Trekanten International - Nordic Championships Foil 2017,,Individual,1812.xml
1330,F,M,I,DEN,S,27.05.2017,Trekanten International - Nordic Championships Foil 2017,,Individual,1813.xml
23,E,F,I,SUI,C,23.09.2017,Cadet Circuit,,Individual,1814.xml
24,E,F,I,SUI,C,24.09.2017,Cadet Circuit,,Team,1818.xml
17,S,F,I,POL,C,23.09.2017,,Cadet Circuit - X EUROPEAN,Individual,1819.xml
18,S,M,I,POL,C,23.09.2017,,Cadet Circuit - X EUROPEAN,Individual,1820.xml
41,S,M,I,HUN,C,30.09.2017,SC-in,Cadet Circuit,Individual,1821.xml
40,S,F,I,HUN,C,30.09.2017,SFC-in,Cadet Circuit,Individual,1824.xml
547,E,F,I,HUN,U23,30.09.2017,EFS-in,U23 - MK,Individual,1825.xml
42,S,F,I,HUN,C,30.09.2017,SC-eq,Cadet Circuit Women's Sabre Team 30. 09. 2017,Team,1827.xml
43,S,M,I,HUN,C,30.09.2017,SC-eq,Cadet Circuit Men's Sabre Team 01. 10. 2017,Team,1829.xml
41,S,M,,HUN,C,01.10.2011,SMC-in,European Cadet Circuit,Individual,183.xml
35089,F,F,N,FFE,S,30.09.2017,2018_fdu23_antony,Open d'Antony U23 Fleuret Dames U23,Individual,1832.xml
1,F,M,N,Féd. Française d'Escrime,U23,30.09.2017,2018_fhu23_antony,ANTONY U23 HOMMES,Individual,1833.xml
546,E,M,I,HUN,U23,30.09.2017,EMS-in,U23 Férfi MK,Individual,1834.xml
21,E,F,I,AFG,C,07.10.2017,,8. European Cadet Cup,Individual,1835.xml
22,E,F,I,AFG,C,08.10.2017,,8. European Cadet Cup,Team,1836.xml
553,S,F,I,FRA,U23,14.10.2017,U23 Women,U23 European Circuit,Individual,1839.xml
29,F,M,,HUN,C,30.09.2011,FMC-in,European Cadet Circuit Fleuret masculin,Individual,184.xml
552,S,M,I,FRA,U23,14.10.2017,U23 Men,U23 European Circuit,Individual,1840.xml
13,F,F,I,GBR,C,14.10.2017,,Manchester Cadet International 2017,Individual,1841.xml
14,F,M,I,GBR,C,14.10.2017,,Manchester Cadet International 2017,Individual,1842.xml
50,S,F,I,FRA,C,14.10.2017,Eurosabre Women,Cadet Circuit,Individual,1843.xml
51,S,M,I,FRA,C,14.10.2017,Eurosabre Men,Cadet Circuit,Individual,1844.xml
25,E,M,I,TUR,C,07.10.2017,Cadet Circuit,Cadet Circuit,Individual,1845.xml
26,E,M,I,TUR,C,07.10.2017,Cadet Circuit,Cadet Circuit,Team,1846.xml
29,F,M,I,HUN,C,21.10.2017,171020_FMC,Cadet Circuit Cup Budapest Men's Foil,Individual,1847.xml
28,F,F,I,HUN,C,21.10.2017,FC-in,Cadet Circuit Women's Foil Individual 10.21.2017,Individual,1848.xml
30,F,F,I,HUN,C,20.10.2017,FC-eq,Cadet Circuit Cup Budapest Women's Foil Team,Team,1849.xml
28,F,F,,HUN,C,30.09.2011,FFC-in,European Cadet Circuit Fleuret Feminin,Individual,185.xml
27,E,M,I,HUN,C,22.10.2017,EC-in,Cadet Circuit  Cup Budapest  Men's Epée Individual,Individual,1850.xml
31,F,M,I,HUN,C,21.10.2017,FC-eq,Cadet Circuit Men's  Cup Budapest  Team Foil,Team,1851.xml
604,E,M,I,HUN,C,23.10.2017,EC-eq,Cadet Circuit Cadet Circuit  Cup Budapest   10.23.2017,Team,1852.xml
495,E,F,I,AUT,C,28.10.2017,Cadet Circuit,,Individual,1853.xml
494,E,M,I,AUT,C,28.10.2017,Cadet Circuit,,Individual,1854.xml
537,E,F,I,AUT,C,29.10.2017,Cadet Circuit,,Team,1855.xml
536,E,M,I,AUT,C,29.10.2017,Cadet Circuit,,Team,1856.xml
92,S,F,I,GBR,C,28.10.2017,SC-WTS,Cadet Women's Team Sabre,Team,1857.xml
90,S,F,I,GBR,C,28.10.2017,SC-in,Cadet Women's Sabre,Individual,1859.xml
91,S,M,I,GBR,C,28.10.2017,SC-in,Cadet Men's Sabre,Individual,1860.xml
36,F,F,I,SVK,C,04.11.2017,FC-in,Cadet Circuit,Individual,1861.xml
63,S,M,I,,C,04.11.2017,,Etropolski's sabre,Individual,1862.xml
62,S,F,I,,C,05.11.2017,,Etropolski's sabre,Individual,1864.xml
65,S,M,I,,C,05.11.2017,,Etropolski's sabre,Team,1865.xml
40,S,F,,HUN,C,01.10.2011,SFC-in,European Cadet Circuit,Individual,187.xml
48,F,M,I,GRE,C,04.11.2017,FC-in,Cadet Circuit,Individual,1870.xml
49,F,M,I,GRE,C,04.11.2017,FC-eq,Cadet Circuit,Team,1872.xml
37,F,F,I,SVK,C,04.11.2017,FC-eq,Cadet Circuit,Team,1874.xml
64,S,F,I,,C,04.11.2017,,Etropolski's sabre,Team,1876.xml
501,E,F,I,FRA,U23,04.11.2017,EU-in,U23 European Circuit Epée Dames 2017,Individual,1877.xml
498,E,M,I,FRA,U23,04.11.2017,EU-in,U23 European Circuit Epée Hommes,Individual,1878.xml
538,F,M,I,AUT,C,11.11.2017,,ECC foil Moedling 2017 men's Foil individual,Individual,1880.xml
32,E,F,I,GER,C,11.11.2017,Cadet Circuit Kneipp Cup,,Individual,1882.xml
584,F,F,I,AUT,C,11.11.2017,,ECC foil Moedling 2017,Team,1883.xml
34,E,M,I,GER,C,11.11.2017,Cadet Circuit,,Individual,1884.xml
33,E,F,I,GER,C,12.11.2017,Cadet Circuit Kneipp Cup,,Team,1885.xml
35,E,M,I,GER,C,12.11.2017,Cadet Circuit,,Team,1886.xml
23,E,F,,SUI,C,08.10.2011,EFC-in,European Cadet Circuit,Individual,189.xml
539,F,F,I,AFG,C,12.11.2017,,ECC foil Moedling 2017 women foil,Individual,1891.xml
