CompetitionID,Arme,Sexe,Domaine,Federation,Categorie,Date,TitreCourt,TitreLong,CompetitionType,FileName
583,F,M,I,AUT,C,12.11.2017,,ECC foil Moedling 2017 men Team,Team,1892.xml
93,S,M,I,GBR,C,28.10.2017,SC-eq,Cadet Men's Team Sabre,Team,1893.xml
71,E,M,I,FIN,C,18.11.2017,,Espoo Fencing Challenge,Individual,1896.xml
70,E,F,I,FIN,C,18.11.2017,,Espoo Fencing Challenge,Individual,1897.xml
66,S,F,I,RUS,C,18.11.2017,Moscow-1755-2017,Cadet Circuit,Individual,1898.xml
565,F,M,I,GER,S,18.11.2017,U23 European Circuit,,Individual,1899.xml
17,S,F,,POL,C,12.09.2010,European Cadet Circuit,European Cadet Circuit,Individual,19.xml
45,E,M,I,AUT,C,29.10.2011,EMCEM2011,European Cadet Circuit Epee Men 2011,Individual,190.xml
594,E,M,I,FIN,C,19.11.2017,,Espoo Fencing Challenge,Team,1901.xml
558,E,F,I,FIN,C,19.11.2017,,Espoo Fencing Challenge,Team,1902.xml
398,F,M,I,SVK,S,18.11.2017,,MÃ©morial de Ferdinand De Martinengo 2017,Individual,1903.xml
397,F,F,I,SVK,S,19.11.2017,,MÃ©morial de Ferdinand De Martinengo 2017,Individual,1904.xml
67,S,M,I,RUS,C,18.11.2017,1756-2017,Cadet Circuit,Individual,1905.xml
505,F,F,I,POL,U,25.11.2017,,Puchar Polski II/ Puchar Europy,Individual,1910.xml
504,F,M,I,POL,S,25.11.2017,,Puchar Polski II/ Puchar Europy,Individual,1911.xml
442,S,M,I,GER,S,25.11.2017,European U23 Circuit Muenchener Schwert / Nymphenburger Schloss,,Individual,1912.xml
443,S,F,I,GER,S,26.11.2017,European U23 Circuit Muenchener Schwert / Nymphenburger Schloss,,Individual,1913.xml
76,S,F,I,GER,C,02.12.2017,Cadet Circuit,,Individual,1915.xml
79,S,M,I,GER,C,02.12.2017,Cadet Circuit,,Team,1916.xml
38,F,M,I,GER,C,02.12.2017,Int. Händel-Cup  - Cadet Circuit,,Individual,1919.xml
500,S,M,,GEO,S,29.10.2011,U23 Tbilissi SMS-in,U23 European Circuit Tbilissi SMS-in,Individual,192.xml
77,S,M,I,GER,C,03.12.2017,Cadet Circuit,,Individual,1920.xml
39,F,M,I,GER,C,03.12.2017,Int. Händel-Cup  - Cadet Circuit,,Team,1921.xml
46,F,F,I,GER,C,02.12.2017,gft2017,Das Goldene Florett von Tauberbischofsheim 2017,Individual,1924.xml
508,E,F,I,AUT,U,03.12.2017,,U23 men/women - eppe/foil Moedling,Individual,1925.xml
507,E,M,I,AFG,U,02.12.2017,,U23 men/women - eppe/foil Moedling,Individual,1926.xml
532,F,F,I,AFG,U,02.12.2017,,U23 men/women - eppe/foil Moedling,Individual,1927.xml
531,F,M,I,AUT,U,03.12.2017,,U23 men/women - eppe/foil Moedling,Individual,1928.xml
78,S,F,I,GER,C,03.12.2017,Cadet Circuit,,Team,1929.xml
4,F,M,I,Contexte_general,S,04.12.2017,MF Coupe d'Europe,Coppa Europa FM,Team,1930.xml
54,E,F,I,FRA,C,09.12.2017,EC-in,Cadet Circuit,Individual,1935.xml
595,E,M,I,FRA,C,09.12.2017,EC-eq,Cadet Circuit,Team,1938.xml
141,F,F,I,Slovaquie,C,29.10.2011,Coupe de Samaria 2011,Coupe de Samaria 2011,Individual,194.xml
72,F,F,I,FRA,C,09.12.2017,FDC,FDC - Coupe Mondiale Cabriès 2017,Individual,1940.xml
55,E,F,I,FRA,C,09.12.2017,EC-eq,Cadet Circuit,Team,1943.xml
74,F,F,N,FRA,C,10.12.2017,FDC Eq - Coupe Mondiale Cabriès 2017,FDC Eq - Coupe Mondiale Cabriès 2017,Team,1944.xml
73,F,M,I,FRA,C,09.12.2017,FHC,FHC - Coupe Mondiale Cabriès 2017,Individual,1945.xml
75,F,M,I,FRA,C,10.12.2017,FHC Eq - Coupe Mondiale Cabriès 2017,FHC Eq - Coupe Mondiale Cabriès 2017,Team,1946.xml
588,E,M,I,FRA,C,09.12.2017,EC-in,Cadet Circuit,Individual,1947.xml
94,E,F,I,SVK,C,12.01.2018,,Coupe du Danube 2018,Individual,1948.xml
548,F,M,I,SVK,C,12.01.2018,,Coupe du Danube 2018 FMC Teams,Team,1949.xml
96,E,F,I,SVK,C,13.01.2018,,Coupe du Danube 2018 Cadets,Team,1951.xml
95,E,M,I,SVK,C,13.01.2018,,Coupe du Danube 2018 Cadets,Individual,1952.xml
540,S,M,I,AUT,C,13.01.2018,,ECC Men  Sabre,Individual,1953.xml
456,S,M,I,HUN,U23,13.01.2018,SU-in,Men's Sabre U23 European Circuit,Individual,1954.xml
444,E,F,I,GER,U23,13.01.2018,MannheimEFC,U23 European Circuit,Individual,1955.xml
461,E,M,I,GER,S,13.01.2018,U23 European Circuit Weisser Baer,,Individual,1956.xml
541,S,F,I,AUT,C,14.01.2018,,ECC Men and Women Sabre,Individual,1958.xml
491,F,M,I,SVK,C,14.01.2018,,Coupe du Danube 2018,Individual,1959.xml
97,E,M,I,SVK,C,14.01.2018,,Coupe du Danube 2018,Team,1960.xml
496,F,F,I,AFG,C,13.01.2018,,CADET CIRCUIT,Individual,1961.xml
514,F,F,I,AFG,C,13.01.2018,,CADET CIRCUIT,Team,1962.xml
457,S,F,I,HUN,U23,13.01.2018,SU-in,U23 Women's Sabre European Circuit,Individual,1963.xml
510,E,F,I,ITA,U23,13.01.2018,EU-in,U23 European Circuit,Individual,1965.xml
509,E,M,I,ITA,U23,13.01.2018,EU-in,U23 European Circuit,Individual,1966.xml
14,S,M,I,,S,14.01.2018,sm-eq, Hungarian Cup  Men's Sabre Team,Team,1967.xml
1,,M,I,Contexte_general,,13.01.2018,Nõi Csapat,Felnõtt Magyar Kupa nõi kard csapatverseny,Team,1968.xml
542,F,M,I,ITA,C,20.01.2018,FC-in,Cadet Circuit,Individual,1969.xml
543,F,F,I,ITA,C,20.01.2018,FC-in,Cadet Circuit,Individual,1970.xml
522,E,F,I,DEN,C,20.01.2018,CWE,Cadet Women's Epee,Individual,1971.xml
521,E,M,I,DEN,C,20.01.2018,CME,Cadet Men's Epee,Individual,1972.xml
556,E,F,I,DEN,C,20.01.2018,WTE,Women's Cadet Team Epee,Team,1973.xml
555,E,M,I,DEN,C,21.01.2018,MTS,Cadet Men's Team Epee,Team,1974.xml
589,S,M,I,ROU,C,27.01.2018,SC-in,Cadet Circuit,Individual,1975.xml
585,E,M,I,POL,C,27.01.2018,,"European Cadet Circuit, Wawel Dragon Trophy",Individual,1979.xml
44,E,F,,AUT,C,30.10.2011,EFCEW2011,European Cadet Circuit Epee Women 2011,Individual,198.xml
590,S,F,I,ROU,C,27.01.2018,SC-in,Cadet Circuit,Individual,1980.xml
2561,E,M,I,GER,S,28.01.2018,Coupe d´Europe,,Team,1981.xml
586,E,F,I,POL,C,28.01.2018,,"European Cadet Circuit, Wawel Dragon Trophy",Individual,1982.xml
9,E,F,I,"FIS, EFC",S,27.01.2018,EFC18,Europe Fencing Cup 2018,Team,1985.xml
98,F,F,I,ROU,C,10.02.2018,FC-in,Cadet Circuit,Individual,1986.xml
100,F,M,I,POL,C,10.02.2018,,XI Witold Woyda's Foil &amp; IX Golden Team Cup Tournament,Individual,1987.xml
519,S,F,I,ITA,U23,10.02.2018,ScF-in,SCF - U23 European Circuit,Individual,1988.xml
438,F,M,I,ITA,U23,10.02.2018,FM-in,FM - Roma U23 European Circuit,Individual,1989.xml
31,E,F,I,FFE,S,30.10.2011,eds-Colmar,EDS - Colmar 2011,Individual,199.xml
101,F,M,I,POL,C,11.02.2018,,XI Witold Woyda's Foil &amp; IX Golden Team Cup Tournament,Team,1990.xml
99,F,F,I,ROU,C,10.02.2018,FC-eq,Cadet Circuit,Team,1991.xml
439,F,F,I,ITA,U23,10.02.2018,FF-in,FF - U23 European Circuit,Individual,1992.xml
518,S,M,I,ITA,U23,10.02.2018,SU-in,SCM U23 European Circuit,Individual,1993.xml
5,S,M,I,Contexte_general,S,05.02.2018,Coppa Europa SCM,Europe Cup Men Saber 2018,Team,1994.xml
13,F,M,I,CZE,S,17.02.2018,,Sokol Cup 2018,Individual,1995.xml
307,F,F,I,CZE,S,18.02.2018,,Sokol Cup 2018,Individual,1996.xml
80,,M,,,,,,Pisa EMC,Individual,2.xml
21,E,F,,SRB,C,18.09.2010,European Cadet Circuit,European Cadet Circuit,Individual,20.xml
67,E,M,I,FFE,S,30.10.2011,ehs-Colmar,EHS - Colmar 2011,Individual,200.xml
535,S,F,I,AUT,U23,25.02.2018,U23 EC Vienna WS,U23 EC Vienna Women Sabre,Individual,2001.xml
534,S,M,I,AUT,U23,25.02.2018,U23 EC Vienna MS,U23 EC Vienna Men Sabre,Individual,2002.xml
132,E,F,I,RUS,C,02.03.2018,,European Cadet Championships 2018,Individual,2003.xml
137,S,M,I,RUS,C,02.03.2018,,European Cadet Championships 2018,Individual,2004.xml
133,E,M,I,RUS,C,03.03.2018,,European Cadet Championships 2018,Individual,2005.xml
134,F,F,I,RUS,C,03.03.2018,,European Cadet Championships 2018,Individual,2007.xml
135,F,M,I,RUS,C,04.03.2018,,European Cadet Championships 2018,Individual,2009.xml
48,F,M,,GRE,C,30.10.2010,European Cadet Circuit,European Cadet Circuit,Individual,201.xml
136,S,F,I,RUS,C,04.03.2018,,European Cadet Championships 2018,Individual,2010.xml
447,E,F,I,SUI,S,04.03.2018,European U23 Circuit,,Individual,2011.xml
446,E,M,I,SUI,S,03.03.2018,European U23 Circuit,,Individual,2012.xml
138,E,F,I,RUS,C,05.03.2018,,European Cadet Championships 2018,Team,2013.xml
140,F,F,I,RUS,C,05.03.2018,,European Cadet Championships 2018,Team,2014.xml
143,S,M,I,RUS,C,05.03.2018,,European Cadet Championships 2018,Team,2015.xml
610,F,F,I,ESP,U23,24.02.2018,FU-in,U23 European Circuit,Individual,2016.xml
609,F,M,I,ESP,U23,24.02.2018,FU-in,U23 European Circuit,Individual,2017.xml
139,E,M,I,RUS,C,06.03.2018,,European Cadet Championships 2018,Team,2018.xml
141,F,M,I,RUS,C,06.03.2018,,European Cadet Championships 2018,Team,2019.xml
349,E,F,I,RUS,J,07.03.2018,,European Junior Championships 2018,Individual,2021.xml
142,S,F,I,RUS,C,06.03.2018,,European Cadet Championships 2018,Team,2024.xml
354,S,M,I,RUS,J,07.03.2018,,European Junior Championships 2018,Individual,2025.xml
350,E,M,I,RUS,J,08.03.2018,,European Junior Championships 2018,Individual,2026.xml
351,F,F,I,RUS,J,08.03.2018,,European Junior Championships 2018,Individual,2027.xml
352,F,M,I,RUS,J,09.03.2018,,European Junior Championships 2018,Individual,2028.xml
353,S,F,I,RUS,J,09.03.2018,,European Junior Championships 2018,Individual,2029.xml
355,E,F,I,RUS,J,10.03.2018,,European Junior Championships 2018,Team,2030.xml
357,F,F,I,RUS,J,10.03.2018,,European Junior Championships 2018,Team,2031.xml
360,S,M,I,RUS,J,10.03.2018,,European Junior Championships 2018,Team,2032.xml
356,E,M,I,RUS,J,11.03.2018,,European Junior Championships 2018,Team,2033.xml
358,F,M,I,RUS,J,11.03.2018,,European Junior Championships 2018,Team,2034.xml
359,S,F,I,RUS,J,11.03.2018,,European Junior Championships 2018,Team,2035.xml
593,F,F,I,HUN,U23,24.03.2018,180324_U23NT,U23 European Circuit Women's Foil Individual,Individual,2036.xml
551,F,M,I,HUN,U23,24.03.2018,180324_U23FT,U23 European Circuit Men's Foil Individual,Individual,2037.xml
3,,M,I,,B,25.03.2018,180325_FTCS,Men's foil team,Team,2038.xml
602,E,F,I,ESP,U23,24.03.2018,EU-in,Circuit Europeu Sub23 Espasa Femenina,Individual,2039.xml
603,E,M,I,ESP,U23,24.03.2018,EU-in,U23 European Circuit,Individual,2040.xml
166,F,M,N,Contexte_general,,24.03.2018,Nõi Tõr Csapat,Nõi Tõr Csapat,Team,2041.xml
450,F,F,I,GER,S,14.04.2018,European U23 Circuit,,Individual,2042.xml
114,E,F,I,ARM,U,15.04.2018,,European U23 Championships 2018,Individual,2043.xml
119,S,M,I,ARM,U,15.04.2018,,European U23 Championships 2018,Individual,2044.xml
115,E,M,I,ARM,U,16.04.2018,,European U23 Championships 2018,Individual,2045.xml
116,F,F,I,ARM,U,16.04.2018,,European U23 Championships 2018,Individual,2046.xml
117,F,M,I,ARM,U,17.04.2018,,European U23 Championships 2018,Individual,2047.xml
118,S,F,I,ARM,U,17.04.2018,,European U23 Championships 2018,Individual,2048.xml
486,S,M,I,ARM,U,18.04.2018,,European U23 Championships 2018,Team,2049.xml
488,E,F,I,ARM,U,18.04.2018,,European U23 Championships 2018,Team,2050.xml
489,F,F,I,ARM,U,18.04.2018,,European U23 Championships 2018,Team,2051.xml
484,E,M,I,ARM,U,19.04.2018,,European U23 Championships 2018,Team,2052.xml
485,F,M,I,ARM,U,19.04.2018,,European U23 Championships 2018,Team,2053.xml
490,S,F,I,ARM,U,19.04.2018,,European U23 Championships 2018,Team,2054.xml
513,E,F,I,POL,U,29.04.2018,,U-23 European Circuit-Puchar Polski IV w szpadzie kobiet,Individual,2055.xml
419,F,F,I,ROU,S,14.05.2018,,European Cup,Team,2056.xml
1377,F,F,I,DEN,S,27.05.2018,Trekanten International - Nordic Championships Foil 2018,,Individual,2057.xml
1331,F,M,I,DEN,S,26.05.2018,Trekanten International - Nordic Championships Foil 2018,,Individual,2058.xml
741,F,M,I,SRB,S,16.06.2018,,European Senior Championships 2018,Individual,2059.xml
742,S,F,I,SRB,S,16.06.2018,,European Senior Championships 2018,Individual,2060.xml
739,E,M,I,SRB,S,17.06.2018,,European Senior Championships 2018,Individual,2061.xml
740,F,F,I,SRB,S,17.06.2018,,European Senior Championships 2018,Individual,2062.xml
738,E,F,I,SRB,S,18.06.2018,,European Senior Championships 2018,Individual,2063.xml
743,S,M,I,SRB,S,18.06.2018,,European Senior Championships 2018,Individual,2064.xml
747,F,M,I,SRB,S,19.06.2018,,European Senior Championships 2018,Team,2065.xml
748,S,F,I,SRB,S,19.06.2018,,European Senior Championships 2018,Team,2066.xml
745,E,M,I,SRB,S,20.06.2018,,European Senior Championships 2018,Team,2067.xml
746,F,F,I,SRB,S,20.06.2018,,European Senior Championships 2018,Team,2068.xml
744,E,F,I,SRB,S,21.06.2018,,European Senior Championships 2018,Team,2069.xml
749,S,M,I,SRB,S,21.06.2018,,European Senior Championships 2018,Team,2070.xml
4,S,F,I,CEE,S,30.10.2017,COUPE EUROPE,Coupe d' Europe des clubs Sabre Dames,Team,2071.xml
499,E,M,I,POL,U23,28.04.2018,EU-in,U23 European Circuit,Individual,2073.xml
6,,F,N,,S,26.11.2017,I PPS seniorów PE U23 szabla kobiet,I Puchar POlski Seniorów Puchar Europy U23 w szabli kobiet,Individual,2075.xml
44,S,M,N,,S,26.11.2017,IPPS szabla mezczyzn,I PPS PE U23 szabla mê¿czyzn,Individual,2076.xml
391,F,M,I,SVK,S,15.09.2018,,Memorial Ferdinand de Martinengo,Individual,2077.xml
1218,F,F,I,SVK,S,15.09.2018,,Memorial Ferdinand de Martinengo,Individual,2078.xml
619,E,M,I,SUI,C,15.09.2018,Geneva Flo Fencing,,Individual,2080.xml
23,E,F,I,SUI,C,16.09.2018,Geneva Flo Fencing,,Individual,2081.xml
17,S,F,I,POL,C,15.09.2018,,Cadet Circuit,Individual,2082.xml
18,S,M,I,POL,C,15.09.2018,,Cadet Circuit,Individual,2083.xml
170,E,F,I,SVK,S,16.09.2018,,Memorial Ferdinand de Martinengo,Individual,2084.xml
13,F,F,I,GBR,C,29.09.2018,,Manchester Cadet International 2018,Individual,2085.xml
14,F,M,I,GBR,C,29.09.2018,,Manchester Cadet International 2018,Individual,2086.xml
626,E,F,I,ITA,C,30.09.2018,EFC Novara 2018 TEAM,EFC Cadet Circuit Novara 2018 - Women's Epee Team,Team,2088.xml
625,E,F,I,ITA,C,29.09.2018,EFC Novara 2018 IND,EFC Cadet Circuit Novara 2018 - Women's Epee Individual,Individual,2089.xml
40,S,F,I,HUN,C,06.10.2018,SC-in,Cadet Circuit Women's Sabre Individual,Individual,2092.xml
41,S,M,I,HUN,C,06.10.2018,SC-in,Cadet Circuit Men's Sabre Individual,Individual,2093.xml
74,S,M,I,Contexte_general,C,07.10.2018,cms-eq,Cadet Men's Sabre Team,Team,2094.xml
524568,E,F,I,AFG,P,07.10.2018,,Babylon Cup 2018,Individual,2096.xml
1,S,F,I,Contexte_general,C,07.10.2018,csw-eq,Cadet Circuit Women's Sabre,Team,2097.xml
13,F,F,,GBR,C,18.09.2010,European Cadet Circuit,European Cadet Circuit Manchester Women's Foil,Individual,21.xml
20447234,E,M,I,CZE,B,06.10.2018,,Babylon Cup 2018,Individual,2100.xml
1356,F,F,I,DEN,S,07.10.2018,Trekanten International,,Individual,2101.xml
1280,F,M,I,DEN,S,06.10.2018,Trekanten International,,Individual,2102.xml
16580610,F,F,I,CZE,P,06.10.2018,,Babylon Cup 2018,Individual,2103.xml
19955713,F,M,I,AFG,P,07.10.2018,,Babylon Cup 2018,Individual,2104.xml
90,S,F,I,GBR,C,13.10.2018,CWS,Cadet Women's Sabre,Individual,2105.xml
48,F,M,I,GRE,C,13.10.2018,Helexpo Cup,,Individual,2107.xml
36,F,F,I,SVK,C,13.10.2018,,Coupe de Samaria,Individual,2108.xml
14659,F,F,N,GRE,U14,12.10.2018,U14 Euro Cup,,Individual,2109.xml
14658,F,M,N,GRE,U14,12.10.2018,U14 Euro Cup,,Individual,2110.xml
37,F,F,I,SVK,C,14.10.2018,,Coupe de Samaria,Team,2111.xml
49,F,M,I,GRE,C,14.10.2018,Helexpo Cup,,Team,2112.xml
92,S,F,I,GBR,C,13.10.2018,WTS,Women's Team Sabre,Team,2113.xml
93,S,M,I,GBR,C,13.10.2018,MTS,Men's Team Sabre,Team,2114.xml
21,E,F,I,SRB,C,20.10.2018,,Zrenjanin Open 2018 Cadet Circuit,Individual,2115.xml
620,E,M,I,SRB,C,20.10.2018,,Zrenjanin Open 2018 Cadet Circuit,Individual,2116.xml
66,S,F,I,RUS,C,20.10.2018,SC-in,Cadet Circuit,Individual,2117.xml
67,S,M,I,RUS,C,20.10.2018,SC-in,Cadet Circuit,Individual,2118.xml
22,E,F,I,SRB,C,21.10.2018,,Zrenjanin Open 2018 Cadet Circuit,Team,2119.xml
621,E,M,I,SRB,C,21.10.2018,,Zrenjanin Open 2018 Cadet Circuit,Team,2120.xml
68,S,F,I,RUS,C,20.10.2018,SC-eq,Cadet Circuit,Team,2123.xml
69,S,M,I,RUS,C,20.10.2018,SC-eq,Cadet Circuit,Team,2124.xml
495,E,F,I,AUT,C,27.10.2018,Trofeo Maestro Dario Codarin,,Individual,2125.xml
494,E,M,I,AUT,C,27.10.2018,Trofeo Maestro Dario Codarin,,Individual,2126.xml
537,E,F,I,AUT,C,28.10.2018,Trofeo Maestro Dario Codarin,,Team,2127.xml
536,E,M,I,AUT,C,28.10.2018,Trofeo Maestro Dario Codarin,,Team,2128.xml
610,F,F,I,ESP,U23,27.10.2018,CE U23 FDS Sabadell,U23 European Circuit,Individual,2129.xml
609,F,M,I,ESP,B,27.10.2018,CE U23 FHS Sabadell,U23 European Circuit,Individual,2130.xml
10,,M,N,Féd. Française d'Escrime,,28.10.2018,Antony Eq FHS,Antony Equipes FHS,Team,2131.xml
612,F,F,N,FRA,U23,28.10.2018,2019_antony_u23_fds,U23 European Circuit Fleuret Féminin,Individual,2132.xml
611,F,M,N,FRA,M23,27.10.2018,2019_antonu_u23_fhs,U23 European Circuit Fleuret Masculin,Individual,2133.xml
0,F,F,I,ROU,,27.10.2018,,Cupa Floreta 2018,Individual,2134.xml
0,F,M,I,ROU,,28.10.2018,,Cupa Floreta 2018,Individual,2135.xml
588,E,M,I,FRA,C,03.11.2018,men-ind,Cadet Circuit Men Ind,Individual,2136.xml
54,E,F,I,FRA,C,03.11.2018,Women-ind,Cadet Circuit,Individual,2137.xml
55,E,F,I,FRA,C,03.11.2018,Cadet Circuit,Cadet Circuit,Team,2138.xml
595,E,M,I,FRA,C,03.11.2018,Cadet Circuit,Cadet Circuit,Team,2139.xml
445,F,M,I,GBR,U23,03.11.2018,SMF,London Cup - Men's Foil,Individual,2140.xml
639,F,F,I,GBR,U23,03.11.2018,SWF,London Cup - Women's Foil,Individual,2141.xml
501,E,F,I,FRA,S,03.11.2018,EU-in EDS,U23 European Circuit EDS,Individual,2142.xml
498,E,M,N,FRA,U23,03.11.2018,EU-in EHS,U23 European Circuit EHS,Individual,2143.xml
28,F,F,I,HUN,C,09.11.2018,Cadet Circuit,Cadet Circuit,Individual,2144.xml
29,F,M,I,HUN,C,09.11.2018,Cadet Circuit Men's Foil,Cadet Circuit Men's Foil,Individual,2145.xml
628,S,F,I,TUR,C,10.11.2018,,Ä°stanbul Sabre Circuit Tournament,Individual,2147.xml
627,S,M,I,TUR,C,10.11.2018,,Ä°stanbul Sabre Circuit Tournament,Individual,2148.xml
27,E,M,I,HUN,C,09.11.2018,Cadet Circuit_epée_men,Cadet Circuit - Budapest Championship - Epée Men's Individuel,Individual,2149.xml
604,E,M,I,HUN,C,09.11.2018,Men's Epée Team,Cadet Circuit Men's Epée Team,Team,2150.xml
30,F,F,I,HUN,C,09.11.2018,Cadet Circuit,Cadet Circuit Women's Foil Team,Team,2151.xml
31,F,M,I,HUN,C,09.11.2018,Cadet Circuit,Cadet Circuit Men's Foil Team,Team,2152.xml
630,S,F,I,TUR,C,11.11.2018,,Ä°stanbul Sabre Circuit Tournament,Team,2153.xml
629,S,M,I,TUR,C,10.11.2018,,Ä°stanbul Sabre Circuit Tournament,Team,2154.xml
63,S,M,I,BUL,C,17.11.2018,SC-in_sabre_men,Cadet Circuit,Individual,2157.xml
64,S,F,I,BUL,C,17.11.2018,SC-eq_women_sabre,Cadet Circuit,Team,2158.xml
505,F,F,I,AFG,U,17.11.2018,,Senior Cup Poland/ U23 European Circuit,Individual,2161.xml
504,F,M,I,AFG,U,17.11.2018,,Senior Cup Poland/ U23 European Circuit,Individual,2162.xml
46,S,M,I,Contexte_general,M,16.11.2018,U14_sabre_girls,,Individual,2165.xml
62,S,F,I,BUL,C,17.11.2018,SC-in_women_sabre,Cadet Circuit,Individual,2172.xml
65,S,M,I,BUL,C,17.11.2018,SC-eq,Cadet Circuit,Team,2173.xml
11,S,M,I,Contexte_general,M,16.11.2018,EFC_U14_sabre_boys,,Individual,2175.xml
538,F,M,I,AUT,C,24.11.2018,,ECC Foil Men induvidual Moedling 2018,Individual,2176.xml
442,S,M,I,GER,Senior,24.11.2018,Muenchener Schwert / Nymphenburger Schloss,,Individual,2177.xml
584,F,F,I,AUT,C,24.11.2018,,ECC Foil Women Team Moedling 2018,Team,2178.xml
503,S,F,M,POL,U,24.11.2018,,Puchar Europy U23 - II Puchar Polski,Individual,2179.xml
502,S,M,M,POL,U,24.11.2018,,Puchar Europy U23 - II Puchar Polski,Individual,2180.xml
32,E,F,I,GER,C,24.11.2018,Kneipp Cup,,Individual,2181.xml
34,E,M,I,GER,C,24.11.2018,Tank und Rast Pokal,,Individual,2183.xml
443,S,F,I,GER,Senior,25.11.2018,Muenchener Schwert / Nymphenburger Schloss,,Individual,2184.xml
539,F,F,I,AFG,C,25.11.2018,,ECC Women Foil individual Moedling 2018,Individual,2185.xml
33,E,F,I,GER,C,25.11.2018,Kneipp Cup,,Team,2186.xml
35,E,M,I,GER,C,25.11.2018,Tank und Rast Pokal,,Team,2187.xml
583,F,M,I,AUT,C,25.11.2018,,ECC Men Foil Team Moedling 2018,Team,2188.xml
-68,S,F,I,ROU,,25.11.2018,,RIPOSTA CUP 2018,Individual,2189.xml
-137,S,M,I,ROU,,24.11.2018,,RIPOSTA CUP 2018,Individual,2190.xml
79,S,M,I,GER,C,01.12.2018,Volksbankpokal,,Team,2191.xml
532,F,F,I,AUT,U,01.12.2018,,INOE Meisterschaften /U23,Individual,2192.xml
76,S,F,I,GER,C,01.12.2018,Volksbankpokal,,Individual,2193.xml
507,E,M,I,AUT,U,01.12.2018,,INOE Meisterschaften /U23,Individual,2196.xml
73,F,M,I,FRA,C,01.12.2018,Cabries 2018 Hommes,Cabries 2018 HOMMES,Individual,2197.xml
72,F,F,I,FRA,C,01.12.2018,Cabries 2018 Femmes,Cabriès 2018 FEMMES,Individual,2198.xml
14,F,M,,GBR,C,18.09.2010,European Cadet Circuit MF,European Cadet Circuit Manchester Men's Foil 2010,Individual,22.xml
77,S,M,I,GER,C,02.12.2018,Volksbankpokal,,Individual,2200.xml
78,S,F,I,GER,C,02.12.2018,Volksbankpokal,,Team,2201.xml
508,E,F,I,AUT,U,02.12.2018,,INOE Meisterschaften /U23,Individual,2202.xml
531,F,M,I,AUT,U,02.12.2018,,INOE Meisterschaften /U23,Individual,2204.xml
75,F,M,I,FRA,C,02.12.2018,Cabries 2018 Hommes Equipes,Cabries 2018 Hommes Equipes,Team,2205.xml
74,F,F,I,FRA,C,02.12.2018,Cabries 2018 Femmes Equipes,Cabriès 2018 FEMMES par équipes,Team,2206.xml
522,E,F,I,DEN,C,01.12.2018,CWE,Women's Cadet Epee,Individual,2207.xml
521,E,M,I,DEN,C,01.12.2018,CME,Men's Cadet Epee,Individual,2208.xml
556,E,F,I,DEN,C,01.12.2018,WTE,Women's Cadet Team Epee,Team,2209.xml
555,E,M,I,DEN,C,01.12.2018,MTE,Men's Cadet Team Epee,Team,2210.xml
14661,E,F,N,GRE,U14,01.12.2018,European Circuit,,Individual,2211.xml
6788,S,F,I,MSS,M,02.12.2018,Kup Sindje (za RL) - SZ Pioniri A,Kup Sindje (za RL) - Sablja Zene Pioniri A,Individual,2212.xml
678,S,M,I,MSS,M,02.12.2018,Kup Sindje (za RL) - SM Pioniri A,Kup Sindje (za RL) - Sablja Muskarci Pioniri A,Individual,2213.xml
565,F,M,I,GER,S,08.12.2018,Esslinger Burg-Cup,,Individual,2214.xml
14660,E,M,N,GRE,U14,01.12.2018,European Circuit,,Individual,2215.xml
38,F,M,I,GER,C,15.12.2018,International Händel-Cup,,Individual,2216.xml
46,F,F,I,GER,C,15.12.2018,Goldenes Florett,,Individual,2217.xml
39,F,M,I,GER,C,16.12.2018,International Händel-Cup,,Team,2218.xml
47,F,F,I,GER,C,16.12.2018,Goldenes Florett,,Team,2219.xml
51,S,M,I,FRA,C,12.01.2019,Cadet Circuit,Cadet Circuit,Individual,2220.xml
50,S,F,I,FRA,C,12.01.2019,Cadet Circuit,Cadet Circuit,Individual,2221.xml
94,E,F,I,SVK,C,11.01.2019,,Coupe du Danube EFC CC 2019,Individual,2222.xml
95,E,M,I,SVK,C,12.01.2019,,Coupe du Danube EFC CC 2019,Individual,2223.xml
491,F,M,I,SVK,C,13.01.2019,,Coupe du Danube EFC CC 2019,Individual,2224.xml
96,E,F,I,SVK,C,12.01.2019,,Coupe du Danube EFC CC 2019,Team,2225.xml
97,E,M,I,SVK,C,13.01.2019,,Coupe du Danube EFC CC 2019,Team,2226.xml
548,F,M,I,SVK,C,11.01.2019,,Coupe du Danube EFC CC 2019,Team,2227.xml
457,S,F,I,HUN,U23,12.01.2019,U23 European Circuit,U23 European Circuit,Individual,2231.xml
456,S,M,I,HUN,U23,12.01.2019,U23 European Circuit,U23 European Circuit,Individual,2232.xml
514,F,F,I,AFG,C,12.01.2019,,Cadet Circuit,Team,2235.xml
496,F,F,I,AFG,C,12.01.2019,,Cadet Circuit,Individual,2237.xml
91,S,M,I,GBR,C,13.10.2018,CMS,Cadet Men's Sabre,Individual,2240.xml
3033,E,M,Z,GER,S,13.01.2019,Coupe d&#039;Europe,,Team,2241.xml
540,S,M,I,AUT,C,26.01.2019,,ECC Sabre Moedling 2019,Individual,2243.xml
70,E,F,I,FIN,C,26.01.2019,,Espoo Fencing Challenge 2019,Individual,2244.xml
